  1.0000000e+001  2.7420765e+000  5.5967213e+000
  1.1000000e+001  2.7206897e+000  5.6057471e+000
  1.2000000e+001  2.7049020e+000  5.5833333e+000
  1.3000000e+001  2.7005128e+000  5.5835897e+000
  1.4000000e+001  2.6931373e+000  5.5911765e+000
  1.5000000e+001  2.6833333e+000  5.5725490e+000
  1.6000000e+001  2.6845771e+000  5.5761194e+000
  1.7000000e+001  2.6786070e+000  5.5800995e+000
  1.8000000e+001  2.6923077e+000  5.5856410e+000
  1.9000000e+001  2.6736318e+000  5.5870647e+000
  2.0000000e+001  2.6769231e+000  5.5815385e+000
  2.1000000e+001  2.6716418e+000  5.5781095e+000
  2.2000000e+001  2.7022989e+000  5.6103448e+000
  2.3000000e+001  2.7000000e+000  5.5435185e+000
  2.4000000e+001  2.7696970e+000  5.6242424e+000
  2.5000000e+001  2.7045045e+000  5.5405405e+000
  2.6000000e+001  2.6818182e+000  5.5808081e+000
  2.7000000e+001  2.6719577e+000  5.5989418e+000
  2.8000000e+001  2.6697436e+000  5.5630769e+000
  2.9000000e+001  2.6704762e+000  5.5523810e+000
  3.0000000e+001  2.6562500e+000  5.5708333e+000
  3.1000000e+001  2.6572917e+000  5.5812500e+000
  3.2000000e+001  2.6467662e+000  5.5661692e+000
  3.3000000e+001  2.6406250e+000  5.5760417e+000
  3.4000000e+001  2.6323810e+000  5.5600000e+000
  3.5000000e+001  2.6292237e+000  5.5470320e+000
  3.6000000e+001  2.6379630e+000  5.5388889e+000
  3.7000000e+001  2.6309179e+000  5.5661836e+000
  3.8000000e+001  2.6401961e+000  5.5568627e+000
  3.9000000e+001  2.6319249e+000  5.5464789e+000
  4.0000000e+001  2.6240741e+000  5.5472222e+000
  4.1000000e+001  2.6247619e+000  5.5542857e+000
  4.2000000e+001  2.6317949e+000  5.5651282e+000
  4.3000000e+001  2.6313725e+000  5.5411765e+000
  4.4000000e+001  2.6303922e+000  5.5401961e+000
  4.5000000e+001  2.6313725e+000  5.5431373e+000
  4.6000000e+001  2.6181818e+000  5.5595960e+000
  4.7000000e+001  2.6228856e+000  5.5611940e+000
  4.8000000e+001  2.6318408e+000  5.5373134e+000
  4.9000000e+001  2.6199005e+000  5.5601990e+000
  5.0000000e+001  2.6133333e+000  5.5619048e+000
  5.1000000e+001  2.6342857e+000  5.5438095e+000
  5.2000000e+001  2.6354167e+000  5.5635417e+000
  5.3000000e+001  2.6244131e+000  5.5530516e+000
  5.4000000e+001  2.6078431e+000  5.5656863e+000
  5.5000000e+001  2.6085714e+000  5.5561905e+000
  5.6000000e+001  2.6000000e+000  5.5562189e+000
  5.7000000e+001  2.6253521e+000  5.5267606e+000
  5.8000000e+001  2.6052910e+000  5.5767196e+000
  5.9000000e+001  2.5862745e+000  5.5568627e+000
  6.0000000e+001  2.5797101e+000  5.5458937e+000
  6.1000000e+001  2.5777778e+000  5.5478261e+000
  6.2000000e+001  2.5771144e+000  5.5482587e+000
  6.3000000e+001  2.5741294e+000  5.5412935e+000
  6.4000000e+001  2.5589041e+000  5.5506849e+000
  6.5000000e+001  2.5624413e+000  5.5464789e+000
  6.6000000e+001  2.5647619e+000  5.5504762e+000
  6.7000000e+001  2.5574074e+000  5.5472222e+000
  6.8000000e+001  2.5539906e+000  5.5577465e+000
  6.9000000e+001  2.5522388e+000  5.5661692e+000
  7.0000000e+001  2.5383085e+000  5.5781095e+000
  7.1000000e+001  2.5737705e+000  5.5846995e+000
  7.2000000e+001  2.5584541e+000  5.5439614e+000
